study,questionnaire,answer_list,value,label,label_de
soep-pretest,pre_2001,68_1,3,Specialized upper secondary school-leaving certificate,Fachhochschulreife (Abschluss einer Fachoberschule)
soep-pretest,pre_2001,68_1,4, General qualification for university entrance,Abitur
soep-pretest,pre_2001,68_1,5,Other qualification,Anderer Abschluss
soep-pretest,pre_2001,68_2,1,"Technical college, school of engineering","Fachhochschule, Ingenieurschule"
soep-pretest,pre_2001,68_2,2,University,"Universität, Hochschule"
soep-pretest,pre_2001,68_3,1,Apprenticeship,Lehre
soep-pretest,pre_2001,68_3,2,"Full-time vocational school (""Berufsfachschule, Handelsschule"")","Berufsfachschule, Handelsschule"
soep-pretest,pre_2001,68_3,3,School for health care professions,Schule des Gesundheitswesens
soep-pretest,pre_2001,68_3,4,"Trade and technical school (""Fachschule"", for example, ""Meister-, Technikerschule"")","Fachschule (z.B. Meister-, Technikerschule)"
soep-pretest,pre_2001,68_3,5,Education as public employee,Beamtenausbildung
soep-pretest,pre_2001,68_3,6,"Professional or vocational retraining (""Umschulung"")",Berufliche Umschulung
soep-pretest,pre_2001,68_3,7,"Other, e.g. advanced training course","Sonstiges, z.B. Fortbildungslehrgang"
soep-pretest,pre_2001,69,1,Yes,Ja
soep-pretest,pre_2001,69,2,No,Nein
soep-pretest,pre_2001,72,1,Because your place of work or office has closed,Wegen Betriebsstillegung / Auflösung der Dienststelle
soep-pretest,pre_2001,72,2,My resignation,Durch eigene Kündigung
soep-pretest,pre_2001,72,3,Dismissal,Durch Kündigung von Seiten des Arbeitgebers
soep-pretest,pre_2001,72,4,Mutual agreement,Durch Auflösungsvertrag / im Einvernehmen
soep-pretest,pre_2001,72,5,A temporary job or apprenticeship had been completed,Befristete Beschäftigung oder Ausbildung war beendet
soep-pretest,pre_2001,72,6,Reaching retirement age / pension,Erreichen der Altersgrenze / Rente / Pension
soep-pretest,pre_2001,72,7,Suspension,Beurlaubung
soep-pretest,pre_2001,72,8,Purpose of your self-employment / business,Aufgabe der selbständigen Tätigkeit / des Geschäfts
soep-pretest,pre_2001,73,1,Yes,Ja
soep-pretest,pre_2001,73,2,No,Nein
soep-pretest,pre_2001,74,1,"Yes, a prospective job","Ja, neue Stelle in Aussicht"
soep-pretest,pre_2001,74,2,"Yes, a new contract","Ja, bereits neuen Arbeitsvertrag"
soep-pretest,pre_2001,74,3,"No, I didn't have anything lined up","Nein, hatte noch nichts"
soep-pretest,pre_2001,74,4,I didn't look for a new job,Habe keine neue Stelle gesucht
soep-pretest,pre_2001,75,1,Yes,Ja
soep-pretest,pre_2001,75,2,No,Nein
soep-pretest,pre_2001,75_1,-2,No,Nein
soep-pretest,pre_2001,75_1,1,Yes,Ja
soep-pretest,pre_2001,76,1,Yes,Ja
soep-pretest,pre_2001,76,2,No,Nein
soep-pretest,pre_2001,77,1,Yes,Ja
soep-pretest,pre_2001,77,2,No,Nein
soep-pretest,pre_2001,78,1,Very good,Sehr gut
soep-pretest,pre_2001,78,2,Good,Gut
soep-pretest,pre_2001,78,3,Satisfying,Befriedigend
soep-pretest,pre_2001,78,4,Poor,Weniger gut
soep-pretest,pre_2001,78,5,Bad,Schlecht
soep-pretest,pre_2001,79,1,Too high,Zu hoch
soep-pretest,pre_2001,79,2,Appropriate,Angemessen
soep-pretest,pre_2001,79,3,Too low,Niedrig
soep-pretest,pre_2001,79,4,Don't know,Weiß nicht
soep-pretest,pre_2001,79,5,Does not apply,Trifft nicht zu
soep-pretest,pre_2001,80,1,Only the State,Nur der Staat
soep-pretest,pre_2001,80,2,Mostly the State,Vor allem der Staat
soep-pretest,pre_2001,80,3,Both the State and private actors,Sowohl der Staat als auch private Kräfte
soep-pretest,pre_2001,80,4,Mostly private actors,Vor allem private Kräfte
soep-pretest,pre_2001,80,5,Only private actors,Nur private Kräfte
soep-pretest,pre_2001,81,1,Very well,Sehr gut
soep-pretest,pre_2001,81,2,Well,Gut
soep-pretest,pre_2001,81,3,Not so well,Weniger gut
soep-pretest,pre_2001,81,4,Badly,Schlecht
soep-pretest,pre_2001,81,5,Very badly,Sehr schlecht
soep-pretest,pre_2001,82,1,Extremely,Sehr stark
soep-pretest,pre_2001,82,2,Strongly ,Stark
soep-pretest,pre_2001,82,3,Moderately,Mittel
soep-pretest,pre_2001,82,4,Little,Weniger
soep-pretest,pre_2001,82,5,Not at all,Gar nicht
soep-pretest,pre_2001,83,1,"Yes, definitely","Ja, auf jeden Fall"
soep-pretest,pre_2001,83,2,"Yes, maybe","Ja, vielleicht"
soep-pretest,pre_2001,83,3,Don't know yet,Weiß noch nicht
soep-pretest,pre_2001,83,4,No,Nein
soep-pretest,pre_2001,84,1,Very important,Sehr wichtig
soep-pretest,pre_2001,84,2,Important,Wichtig
soep-pretest,pre_2001,84,3,Less important,Weniger wichtig
soep-pretest,pre_2001,84,4,Entirely unimportant,Ganz unwichtig
soep-pretest,pre_2001,85a,1,Yes,Ja
soep-pretest,pre_2001,85a,2,No,Nein
soep-pretest,pre_2001,85a_3,1,Yes,Ja
soep-pretest,pre_2001,85a_3,2,No,Nein
soep-pretest,pre_2001,85b,1,Yes,Ja
soep-pretest,pre_2001,85b,2,No,Nein
soep-pretest,pre_2001,85b_2,1,Yes,Ja
soep-pretest,pre_2001,85b_2,2,No,Nein
soep-pretest,pre_2001,85b_3,1,1 Property,1 Immobilie
soep-pretest,pre_2001,85b_3,2,2 Properties,2 Immobilien
soep-pretest,pre_2001,85b_3,3,3 Properties,3 Immobilien
soep-pretest,pre_2001,85b_6,1,Yes,Ja
soep-pretest,pre_2001,85b_6,2,No,Nein
soep-pretest,pre_2001,85c,1,Yes,Ja
soep-pretest,pre_2001,85c,2,No,Nein
soep-pretest,pre_2001,85c_2,1,Yes,Ja
soep-pretest,pre_2001,85c_2,2,No,Nein
soep-pretest,pre_2001,85d,1,Yes,Ja
soep-pretest,pre_2001,85d,2,No,Nein
soep-pretest,pre_2001,85e,1,Yes,Ja
soep-pretest,pre_2001,85e,2,No,Nein
soep-pretest,pre_2001,85e_1,1,Sole owner,Alleiniger Unternehmer
soep-pretest,pre_2001,85e_1,2,Shareholder,Beteiligter Unternehmer
soep-pretest,pre_2001,85f,1,Yes,Ja
soep-pretest,pre_2001,85f,2,No,Nein
soep-pretest,pre_2001,85g,1,Yes,Ja
soep-pretest,pre_2001,85g,2,No,Nein
soep-pretest,pre_2001,86,1,Very good,Sehr gut
soep-pretest,pre_2001,86,2,Good,Gut
soep-pretest,pre_2001,86,3,Satisfactory,Zufriedenstellend
soep-pretest,pre_2001,86,4,Poor,Weniger gut
soep-pretest,pre_2001,86,5,Bad,Schlecht
soep-pretest,pre_2001,87,1,Greatly,Stark
soep-pretest,pre_2001,87,2,Slightly,Ein wenig
soep-pretest,pre_2001,87,3,Not at all,Gar nicht
soep-pretest,pre_2001,88,1,Greatly,Stark
soep-pretest,pre_2001,88,2,Slightly,Ein wenig
soep-pretest,pre_2001,88,3,Not at all,Gar nicht
soep-pretest,pre_2001,89,1,Always,Immer
soep-pretest,pre_2001,89,2,Often,Oft
soep-pretest,pre_2001,89,3,Sometimes,Manchmal
soep-pretest,pre_2001,89,4,Almost,Fast nie
soep-pretest,pre_2001,89,5,Never,Nie
soep-pretest,pre_2001,92,1,Yes,Ja
soep-pretest,pre_2001,92,2,No,Nein
soep-pretest,pre_2001,93_1,1,Never regularly smoked,Habe nie regelmäßig geraucht
soep-pretest,pre_2001,94,1,Yes,Ja
soep-pretest,pre_2001,94,2,No,Nein
soep-pretest,pre_2001,94_4,1,A few days,Einige Tage
soep-pretest,pre_2001,94_5,1,A few weeks,Einige Wochen
soep-pretest,pre_2001,94_6,1,A few months ,Einige Monate
soep-pretest,pre_2001,94_7,1,Several years,Einige Jahre
soep-pretest,pre_2001,95,1,Yes,Ja
soep-pretest,pre_2001,95,2,No,Nein
soep-pretest,pre_2001,96,1,Number of trips to the doctor's in the last three months,Zahl aller Arztbesuche in den letzten 3 Monaten:
soep-pretest,pre_2001,96_1,1,I haven't gone to the doctor's in the last three months,Keinen Arzt in Anspruch genommen
soep-pretest,pre_2001,97,1,"Yes, regularly","Ja, regelmäßig"
soep-pretest,pre_2001,97,2,"Yes, occasionally","Ja, gelegentlich"
soep-pretest,pre_2001,97,3,No,Nein
soep-pretest,pre_2001,98,1,Yes,Ja
soep-pretest,pre_2001,98,2,No,Nein
soep-pretest,pre_2001,100,1,"Yes, once","Ja, einmal"
soep-pretest,pre_2001,100,2,"Yes, several times","Ja, mehrmals"
soep-pretest,pre_2001,100,3,No,Nein
soep-pretest,pre_2001,100,4,I was not employed in 2000,War 2000 nicht erwerbstätig
soep-pretest,pre_2001,101,1,No day,Keinen Tag
soep-pretest,pre_2001,101,2,days en total,Insgesamt -> Tage:
soep-pretest,pre_2001,102,1,Yes,Ja
soep-pretest,pre_2001,102,2,No,Nein
soep-pretest,pre_2001,103,1,In compulsory health insurance,In einer gesetzlichen Krankenversicherung
soep-pretest,pre_2001,103,2,Almost exclusively privately insured,Ausschließlich privat versichert
soep-pretest,pre_2001,103,3,I do not have any medical insurance,Bin überhaupt nicht krankenversichert
soep-pretest,pre_2001,104,1,AOK,AOK
soep-pretest,pre_2001,104,2,Barmer,Barmer
soep-pretest,pre_2001,104,3,DAK,DAK
soep-pretest,pre_2001,104,4,TKK,TKK
soep-pretest,pre_2001,104,5,IKK,IKK
soep-pretest,pre_2001,104,6,KKH,KKH
soep-pretest,pre_2001,104,7,GEK,GEK
soep-pretest,pre_2001,104,8,Knappschaft,Knappschaft
soep-pretest,pre_2001,104,9,LKK,LKK
soep-pretest,pre_2001,104,10,Company health insurance,Betriebskrankenkasse und zwar:
soep-pretest,pre_2001,104,11,"Other, please state:",Sonstige und zwar:
soep-pretest,pre_2001,104a,1,Yes,Ja
soep-pretest,pre_2001,104a,2,No,Nein
soep-pretest,pre_2001,105,1,a mandatory paying member,beitragszahlendes Pflichtmitglied
soep-pretest,pre_2001,105,2,a volluntary paying member,beitragzahlendes freiwilliges Mitglied
soep-pretest,pre_2001,105,3,covered by the insurance of a family member,mitversichertes Familienmitglied
soep-pretest,pre_2001,105,4,"insured as pensioner, unemployed, student, or draft soldier or through your community service work (""Zivildienst"")",versichert als Rentner / Arbeitsloser / Student / Wehr- oder Zivildienstleistender?
soep-pretest,pre_2001,106,1,Yes,Ja
soep-pretest,pre_2001,106,2,No,Nein
soep-pretest,pre_2001,106a,1,DM per month:,DM pro Monat:
soep-pretest,pre_2001,106a,2,Don't know,Weiß nicht
soep-pretest,pre_2001,106b,1,Hospital stay,Krankenhausbehandlung
soep-pretest,pre_2001,106b,1,Dental prostheses,Zahnersatz
soep-pretest,pre_2001,106b,1,Medical sundries,Heil- und Hilfsmittel (z.B. Brillen)
soep-pretest,pre_2001,106b,1,stay abroad,Auslandsaufenthalt
